inchikey,key14,smiles_std,compound_name,bbb_class,logbb,b3db_threshold,b3db_uncertainty_classification,b3db_uncertainty_regression,b3db_reference_classification,b3db_reference_regression,source_id_classification,source_id_regression,coconut_id_exact_match,coconut_ids_key14_match,coconut_matches_key14
IHEHEFLXQFOQJO-UHFFFAOYSA-N,IHEHEFLXQFOQJO,N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,piritramide,BBB+,,-1.0,B,,R1|R13|R19|R6|R24|R27|R27|R27|R30|R30|,,b3db_classification:2272,,CNP0571192.0,CNP0571192.0,1
IHLAQQPQKRMGSS-BYPYZUCNSA-N,IHLAQQPQKRMGSS,NC(=O)CN1C[C@@H](O)CC1=O,(s)-oxiracetam,BBB+,,-1.0,B,,R13|R24|,,b3db_classification:3666,,,,0
IHLAQQPQKRMGSS-SCSAIBSYSA-N,IHLAQQPQKRMGSS,NC(=O)CN1C[C@H](O)CC1=O,(r)-oxiracetam,BBB+,,,C,,R27|R30|,,b3db_classification:7617,,,,0
IHLAQQPQKRMGSS-UHFFFAOYSA-N,IHLAQQPQKRMGSS,NC(=O)CN1CC(O)CC1=O,oxiracetam,BBB+,,-1.0,B,,R1|R19|R6|R14|R27|R27|R30|,,b3db_classification:2287,,,,0
IHOBRAYMCPRMCF-UHFFFAOYSA-N,IHOBRAYMCPRMCF,Cc1cn(C2CC(N[NH+]=[N-])C(CO)O2)c(=O)[nH]c1=O,zidovudine,,-0.72,,,A,,R36|,,b3db_regression:50,,,0
IHUNBGSDBOWDMA-AQFIFDHZSA-N,IHUNBGSDBOWDMA,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,acitretin,BBB-,,,C,,R23|,,b3db_classification:5801,,CNP0281669.1,CNP0281669.1|CNP0281669.2,2
IHUNBGSDBOWDMA-JJXHGXANSA-N,IHUNBGSDBOWDMA,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=CC(=O)O)c(C)c1C,mls006011558,BBB+,,,C,,R27|,,b3db_classification:7406,,CNP0281669.1,CNP0281669.1|CNP0281669.2,2
IHUNBGSDBOWDMA-UHFFFAOYSA-N,IHUNBGSDBOWDMA,COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(=O)O)c(C)c1C,9-cis acitretin,BBB-,,,C,,R14|,,b3db_classification:5303,,CNP0281669.1,CNP0281669.1|CNP0281669.2,2
IIBYAHWJQTYFKB-UHFFFAOYSA-N,IIBYAHWJQTYFKB,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,bezafibrate,BBB-,,,C,,R14|R23|,,b3db_classification:5115,,CNP0286717.0,CNP0286717.0,1
IIDJRNMFWXDHID-UHFFFAOYSA-N,IIDJRNMFWXDHID,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,risedronate,BBB-,,,C,,R23|R27|,,b3db_classification:5951,,CNP0079836.0,CNP0079836.0,1
IIFRKALDATVOJE-BBQAJUCSSA-N,IIFRKALDATVOJE,CN1CCC2(C)c3cc(OC(=O)N4CCc5ccccc5C4)ccc3N(C)[C@H]12,,BBB+,,-1.0,B,,R13|,,b3db_classification:3212,,,,0
IIFRKALDATVOJE-GGAORHGYSA-N,IIFRKALDATVOJE,CN1CC[C@@]2(C)c3cc(OC(=O)N4CCc5ccccc5C4)ccc3N(C)[C@@H]12,quilostigmine,BBB+,,-1.0,B,,R1|R24|R27|R27|R30|R30|,,b3db_classification:1869,,,,0
IIFRKALDATVOJE-UHFFFAOYSA-N,IIFRKALDATVOJE,CN1CCC2(C)c3cc(OC(=O)N4CCc5ccccc5C4)ccc3N(C)C12,schembl8989362,BBB+,,-1.0,B,,R19|R27|,,b3db_classification:4465,,,,0
IIFRKALDATVOJE-YANBTOMASA-N,IIFRKALDATVOJE,CN1CC[C@@]2(C)c3cc(OC(=O)N4CCc5ccccc5C4)ccc3N(C)C12,schembl8989330,BBB+,,,C,,R6|,,b3db_classification:4845,,,,0
IILZNIQIFFBVOO-HIFRSBDPSA-N,IILZNIQIFFBVOO,CCCCN1C[C@H]2Cc3cc(OC)c(OC)cc3[C@H]2C1,,BBB+,,-1.0,B,,R13|,,b3db_classification:3024,,,,0
IILZNIQIFFBVOO-UHFFFAOYSA-N,IILZNIQIFFBVOO,CCCCN1CC2Cc3cc(OC)c(OC)cc3C2C1,ar-1d9859,BBB+,0.31,,A,B,R8|R21|R27|R2|R2|R25|R27|R43|R46|R47|,R8|R21|R27|R2|R2|R25|R27|R43|R46|R47|,b3db_classification:729,b3db_regression:701,,,0
IISBACLAFKSPIT-UHFFFAOYSA-N,IISBACLAFKSPIT,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,bisphenol a,BBB+,-0.12,,A,B,R2|R2|R3|R8|R21|R25|R27|R27|R38|R40|R41|R43|R47|,R2|R2|R3|R8|R21|R25|R27|R27|R38|R40|R41|R43|R47|,b3db_classification:458,b3db_regression:530,CNP0314755.0,CNP0314755.0,1
IJGRMHOSHXDMSA-UHFFFAOYSA-N,IJGRMHOSHXDMSA,N#N,nitrogen,BBB+,0.03,,A,B,R40|R11|R12|R21|R22|R27|R32|R33|R44|R48|R49|,R40|R11|R12|R21|R22|R27|R32|R33|R44|R48|R49|,b3db_classification:569,b3db_regression:599,CNP0491045.0,CNP0491045.0,1
IJHNSHDBIRRJRN-HNNXBMFYSA-N,IJHNSHDBIRRJRN,CN(C)CC[C@@H](c1ccccc1)c1ccccn1,(+)-pheniramine,BBB-,,-1.0,B,,R13|,,b3db_classification:3163,,CNP0336143.1|CNP0336143.2,CNP0336143.1|CNP0336143.2|CNP0336143.3,3
IJHNSHDBIRRJRN-OAHLLOKOSA-N,IJHNSHDBIRRJRN,CN(C)CC[C@H](c1ccccc1)c1ccccn1,(?)-pheniramine,BBB+,,,C,,R27|,,b3db_classification:7258,,CNP0336143.1|CNP0336143.2,CNP0336143.1|CNP0336143.2|CNP0336143.3,3
IJJXSFZGNJVOGA-UHFFFAOYSA-N,IJJXSFZGNJVOGA,O=c1[nH]c2ccccc2n1C1CCN(CCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,"3-[1-[3,3-bis(4-fluorophenyl)propyl]piperidin-4-yl]-1h-benzimidazol-2-one",BBB+,,,C,,R27|,,b3db_classification:7696,,,,0
IJVCSMSMFSCRME-HVZDXSSYSA-N,IJVCSMSMFSCRME,CN1CCC23c4c5ccc(O)c4O[C@@H]2[C@@H](O)CC[C@@H]3C1C5,,BBB+,,-1.0,B,,R13|,,b3db_classification:3222,,,CNP0348443.1,1
IJVCSMSMFSCRME-UHFFFAOYSA-N,IJVCSMSMFSCRME,CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3C1C5,paramorfan,BBB+,,-1.0,B,,R1|R27|R30|,,b3db_classification:1832,,,CNP0348443.1,1
IKBKZGMPCYNSLU-JAIQZWGSSA-N,IKBKZGMPCYNSLU,CCCCCN=C(N)N/N=C\c1c[nH]c2ccc(OC)cc12,tegaserod,BBB-,,,C,,R23|,,b3db_classification:5709,,,CNP0251831.1|CNP0518159.1,2
IKEHSFKMCULMKJ-UHFFFAOYSA-N,IKEHSFKMCULMKJ,Cc1ccc(Cc2cnc(NCCSCc3ccc(CN(C)C)o3)[nH]c2=O)cn1,lupitidine (y-g5; skf93479),BBB-,-1.1,,A,B,R5|R2|R2|R3|R11|R12|R18|R25|R26|R27|R35|R36|R38|R39|R41|R43|R46|R47|R48|R49|R49|R4|R2|R2|R8|R40|,R5|R2|R2|R3|R11|R12|R18|R25|R26|R27|R35|R36|R38|R39|R41|R43|R46|R47|R48|R49|R49|R4|R2|R2|R8|R40|,b3db_classification:120,b3db_regression:319,,,0
IKENVDNFQMCRTR-UHFFFAOYSA-N,IKENVDNFQMCRTR,Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2,conivaptan,BBB-,,,C,,R23|,,b3db_classification:5865,,CNP0604465.0,CNP0604465.0,1
IKFBPFGUINLYQI-BOADVZGGSA-N,IKFBPFGUINLYQI,CCN[C@H]1C2CCC(C2)C1c1ccccc1,,BBB+,,-1.0,B,,R13|,,b3db_classification:3091,,,CNP0562322.0,1
IKFBPFGUINLYQI-LXTVHRRPSA-N,IKFBPFGUINLYQI,CCN[C@@H]1[C@H]2CC[C@H](C2)[C@H]1c1ccccc1,schembl1240370,BBB+,,,C,,R24|,,b3db_classification:6261,,,CNP0562322.0,1
IKFBPFGUINLYQI-XQLPTFJDSA-N,IKFBPFGUINLYQI,CCN[C@H]1[C@H]2CC[C@@H](C2)[C@H]1c1ccccc1,fencamfamin,BBB+,,,C,,R27|R30|,,b3db_classification:7166,,,CNP0562322.0,1
IKGBPSZWCRRUQS-DTAAKRQUSA-N,IKGBPSZWCRRUQS,CC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,doxibetasol,BBB+,,-1.0,B,,R1|R27|R30|,,b3db_classification:1205,,,,0
IKGBPSZWCRRUQS-IQXPXWNDSA-N,IKGBPSZWCRRUQS,CC(=O)[C@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@]21C,,BBB+,,,C,,R24|,,b3db_classification:6068,,,,0
IKGBPSZWCRRUQS-SHDCOILUSA-N,IKGBPSZWCRRUQS,CC(=O)C1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)C3(F)[C@@H](O)CC21C,,BBB+,,-1.0,B,,R13|,,b3db_classification:2691,,,,0
IKGBPSZWCRRUQS-UHFFFAOYSA-N,IKGBPSZWCRRUQS,CC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1879-77-2,BBB+,,-1.0,B,,R19|R27|,,b3db_classification:4132,,,,0
IKGBPSZWCRRUQS-VXGPDWAUSA-N,IKGBPSZWCRRUQS,CC(=O)[C@@]1(O)[C@@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,doxibetasol,BBB+,,,C,,R6|,,b3db_classification:4726,,,,0
IKGBPSZWCRRUQS-YPUPHAFTSA-N,IKGBPSZWCRRUQS,CC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C,doxibetasol,BBB+,,,C,,R27|R30|,,b3db_classification:6935,,,,0
IKMPWMZBZSAONZ-UHFFFAOYSA-N,IKMPWMZBZSAONZ,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,quazepam,BBB+,,-1.0,B,,R1|R13|R19|R6|R14|R15|R24|R26|R27|R27|R27|R30|R30|R37|,,b3db_classification:2270,,,,0
IKODAEZXBWQVQP-UHFFFAOYSA-N,IKODAEZXBWQVQP,CCN(C(C)=O)c1cccc(C2=CC=NC3=C(C#N)CNN23)c1,"n-[3-(3-cyano-1,2-dihydropyrazolo[1,5-a]pyrimidin-7-yl)phenyl]-n-ethylacetamide",BBB+,,,C,,R24|,,b3db_classification:6239,,,,0
IKQNRQOUOZJHTR-AFUHVDPCSA-N,IKQNRQOUOZJHTR,C[C@H](O)[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)S[C@@H]12,,BBB-,,,C,,R24|,,b3db_classification:6615,,CNP0201296.1,CNP0201296.1,1
IKQNRQOUOZJHTR-CQOAIJAQSA-N,IKQNRQOUOZJHTR,C[C@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)S[C@@H]12,ritipenem,BBB-,,,C,,R27|R30|,,b3db_classification:7517,,CNP0201296.1,CNP0201296.1,1
IKQNRQOUOZJHTR-UHFFFAOYSA-N,IKQNRQOUOZJHTR,CC(O)C1C(=O)N2C(C(=O)O)=C(COC(N)=O)SC12,ritipenem (sodium),BBB-,,-1.0,B,,R19|R27|,,b3db_classification:4221,,CNP0201296.1,CNP0201296.1,1
IKQNRQOUOZJHTR-UWBRJAPDSA-N,IKQNRQOUOZJHTR,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)S[C@H]12,ritipenem sodium,BBB-,,-1.0,B,,R1|R6|R27|R30|,,b3db_classification:2098,,CNP0201296.1,CNP0201296.1,1
IKQNRQOUOZJHTR-VAZVZDJTSA-N,IKQNRQOUOZJHTR,C[C@H](O)C1C(=O)N2C(C(=O)O)=C(COC(N)=O)S[C@@H]12,,BBB-,,-1.0,B,,R13|,,b3db_classification:3545,,CNP0201296.1,CNP0201296.1,1
IKQPZPCUEJJIRL-UHFFFAOYSA-N,IKQPZPCUEJJIRL,O=C(NCCCOc1cccc(CN2CCCCC2)c1)c1ccccc1,bbcpd21,BBB+,-0.24,,A,B,R3|R3|R12|R18|R25|R26|R27|R35|R36|R38|R41|R43|R46|R47|R48|R49|R49|R4|R2|R2|R8|R27|R40|,R3|R3|R12|R18|R25|R26|R27|R35|R36|R38|R41|R43|R46|R47|R48|R49|R49|R4|R2|R2|R8|R27|R40|,b3db_classification:383,b3db_regression:487,,,0
IKQRPFTXKQQLJF-FMBSQBHWSA-N,IKQRPFTXKQQLJF,CN(C)[C@@H]1C(=O)C(C(=O)NCN2CCCC2)=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)[C@H]3C[C@@H]12,,BBB+,,-1.0,B,,R13|,,b3db_classification:3173,,,,0
IKQRPFTXKQQLJF-JDFVBWPASA-N,IKQRPFTXKQQLJF,CN(C)[C@H]1C(=O)C(C(=O)NCN2CCCC2)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,rolitetracycline,BBB-,,,C,,R27|R30|,,b3db_classification:7262,,,,0
IKQRPFTXKQQLJF-NDFDRYOMSA-N,IKQRPFTXKQQLJF,CN(C)[C@H]1C(=O)C(C(=O)NCN2CCCC2)=C(O)[C@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@](C)(O)[C@@H]3C[C@H]12,"(4r,4ar,5ar,6r,12as)-4-(dimethylamino)-1,6,10,11,12a-pentahydroxy-6-methyl-3,12-dioxo-n-(pyrrolidin-1-ylmethyl)-4,4a,5,5a-tetrahydrotetracene-2-carboxamide",BBB-,,,C,,R24|,,b3db_classification:6366,,,,0
IKQRPFTXKQQLJF-UHFFFAOYSA-N,IKQRPFTXKQQLJF,CN(C)C1C(=O)C(C(=O)NCN2CCCC2)=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3CC12,doxycycline,BBB-,,-1.0,B,,R19|R23|R27|R36|,,b3db_classification:4439,,,,0
IKXILDNPCZPPRV-UHFFFAOYSA-N,IKXILDNPCZPPRV,CC1CC2(C)C(CCC3C4CCC(O)C4(C)CCC32)CC1=O,2.alpha.-methyldihydrotestosterone,BBB-,,,C,,R23|,,b3db_classification:5671,,,CNP0057498.1,1
ILBBYVOOXMPNTM-CYBMUJFWSA-N,ILBBYVOOXMPNTM,C[C@H](CN(C)C)CN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,(r)-trifluomeprazine,BBB+,,,C,,R24|,,b3db_classification:6608,,,,0
ILBBYVOOXMPNTM-UHFFFAOYSA-N,ILBBYVOOXMPNTM,CC(CN(C)C)CN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,trifluomeprazine,BBB+,,-1.0,B,,R1|R19|R6|R27|R27|R30|,,b3db_classification:1291,,,,0
ILBBYVOOXMPNTM-ZDUSSCGKSA-N,ILBBYVOOXMPNTM,C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,trifluomeprazine,BBB+,,-1.0,B,,R13|R27|R30|,,b3db_classification:3497,,,,0
ILKJAFIWWBXGDU-DGQLGUQDSA-N,ILKJAFIWWBXGDU,CC(=O)OCC(=O)C12OC3(CCCC3)O[C@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,,BBB+,,-1.0,B,,R13|,,b3db_classification:2736,,,,0
ILKJAFIWWBXGDU-GZKOKUSZSA-N,ILKJAFIWWBXGDU,CC(=O)OCC(=O)C12OC3(CCCC3)O[C@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=CC4(C)C3(F)[C@@H](O)CC12C,,BBB+,,-1.0,B,,R13|,,b3db_classification:2737,,,,0
ILKJAFIWWBXGDU-MOGDOJJUSA-N,ILKJAFIWWBXGDU,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,amcinonide,BBB+,,-1.0,B,,R1|R6|R27|R30|,,b3db_classification:1183,,,,0
ILKJAFIWWBXGDU-OIZNTPQZSA-N,ILKJAFIWWBXGDU,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@H]1C[C@H]1[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]12C,amcinonide,BBB+,,,C,,R27|R30|,,b3db_classification:6907,,,,0
ILKJAFIWWBXGDU-UHFFFAOYSA-N,ILKJAFIWWBXGDU,CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,cyclocort,BBB+,,-1.0,B,,R19|R27|,,b3db_classification:4184,,,,0
ILKJAFIWWBXGDU-ZPROOWMSSA-N,ILKJAFIWWBXGDU,CC(=O)OCC(=O)[C@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@]12C,,BBB+,,,C,,R24|,,b3db_classification:6038,,,,0
ILORKHQGIMGDFN-UHFFFAOYSA-N,ILORKHQGIMGDFN,CCC1(CC)C(=O)NC(=O)N(c2ccccc2)C1=O,phetharbital,BBB+,,-1.0,B,,R1|R13|R19|R6|R24|R27|R27|R27|R30|R30|,,b3db_classification:1472,,CNP0071236.0,CNP0071236.0,1
ILVYCEVXHALBSC-PXIYTNDKSA-N,ILVYCEVXHALBSC,COc1cc2c(cc1OC)[C@H](Cc1cc(OC)c(OC)c(OC)c1)[N@+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N@+]1(C)CCc3cc(OC)c(OC)cc3[C@@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2,,BBB-,,,C,,R27|,,b3db_classification:7412,,,CNP0519238.1,1
ILXWRFDRNAKTDD-GJZGRUSLSA-N,ILXWRFDRNAKTDD,CN1[C@H]2CC[C@H]1CC(NC(=O)N1CC(C)(C)c3ccccc31)C2,ricasetron,BBB+,,-1.0,B,,R13|R27|R30|,,b3db_classification:3256,,,,0
ILXWRFDRNAKTDD-GOOCMWNKSA-N,ILXWRFDRNAKTDD,CN1[C@@H]2CC[C@H]1CC(NC(=O)N1CC(C)(C)c3ccccc31)C2,ricasetron,BBB+,,-1.0,B,,R1|R6|R24|R27|R30|,,b3db_classification:1888,,,,0
ILXWRFDRNAKTDD-UHFFFAOYSA-N,ILXWRFDRNAKTDD,CN1C2CCC1CC(NC(=O)N1CC(C)(C)c3ccccc31)C2,ricasetron,BBB+,,-1.0,B,,R19|R27|,,b3db_classification:4459,,,,0
ILYCWAKSDCYMBB-UHFFFAOYSA-N,ILYCWAKSDCYMBB,CC1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,dihydrotachysterol,BBB-,,,C,,R14|,,b3db_classification:5166,,,CNP0150048.1|CNP0150048.2,2
ILYCWAKSDCYMBB-ZJGOHBTISA-N,ILYCWAKSDCYMBB,CC1CCC(O)C/C1=C\C=C1/CCCC2(C)C1CCC2C(C)/C=C/C(C)C(C)C,dihydrotachysterol,BBB-,,,C,,R23|,,b3db_classification:5673,,,CNP0150048.1|CNP0150048.2,2
ILZSJEITWDWIRX-ANJHHJBNSA-N,ILZSJEITWDWIRX,CCN(CC)CC(=O)OCC(=O)C1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)[C@H]3C(O)CC21C,,BBB+,,-1.0,B,,R13|,,b3db_classification:3071,,,CNP0074805.1,1
ILZSJEITWDWIRX-FNDRNOHDSA-N,ILZSJEITWDWIRX,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]21C,prednisolamate,BBB+,,,C,,R6|,,b3db_classification:4813,,,CNP0074805.1,1
ILZSJEITWDWIRX-GUWSWFOJSA-N,ILZSJEITWDWIRX,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]21C,prednisolamate,BBB+,,,C,,R27|R30|,,b3db_classification:7142,,,CNP0074805.1,1
ILZSJEITWDWIRX-KGZCKAKHSA-N,ILZSJEITWDWIRX,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@@]21C,,BBB+,,,C,,R24|,,b3db_classification:6245,,,CNP0074805.1,1
ILZSJEITWDWIRX-LWMLVZKTSA-N,ILZSJEITWDWIRX,CCN(CC)CC(=O)OCC(=O)C1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)[C@H]3[C@@H](O)CC21C,,BBB+,,-1.0,B,,R13|,,b3db_classification:3072,,,CNP0074805.1,1
ILZSJEITWDWIRX-UHFFFAOYSA-N,ILZSJEITWDWIRX,CCN(CC)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,prednisolamate,BBB+,,-1.0,B,,R1|R19|R27|R27|R30|,,b3db_classification:1591,,,CNP0074805.1,1
IMBXEJJVJRTNOW-CTUAZPPPSA-N,IMBXEJJVJRTNOW,C[C@H]1C[C@@H]2[C@H]([C@@H](O)CC3(C)[C@H]2CCC3(O)C(=O)COC(=O)CCC(=O)O)C2(C)C=CC(=O)C=C12,,BBB+,,-1.0,B,,R13|,,b3db_classification:3565,,CNP0337383.1|CNP0337383.2,CNP0337383.1|CNP0337383.2|CNP0337383.3|CNP0337383.4|CNP0337383.5|CNP0337383.6,6
IMBXEJJVJRTNOW-DLPSOVCXSA-N,IMBXEJJVJRTNOW,C[C@H]1C[C@@H]2[C@@H]([C@@H](O)C[C@@]3(C)[C@@H]2CC[C@@]3(O)C(=O)COC(=O)CCC(=O)O)[C@@]2(C)C=CC(=O)C=C12,methylprednisolone21hemisuccinate (methylprednisolone-hemisuccinate),BBB+,,,C,,R27|R30|,,b3db_classification:7542,,CNP0337383.1|CNP0337383.2,CNP0337383.1|CNP0337383.2|CNP0337383.3|CNP0337383.4|CNP0337383.5|CNP0337383.6,6
IMBXEJJVJRTNOW-FBRJDIFOSA-N,IMBXEJJVJRTNOW,C[C@H]1CC2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)O)[C@@]2(C)C=CC(=O)C=C12,methylprednisolone-hemisuccinate,BBB+,,,C,,R6|,,b3db_classification:4946,,CNP0337383.1|CNP0337383.2,CNP0337383.1|CNP0337383.2|CNP0337383.3|CNP0337383.4|CNP0337383.5|CNP0337383.6,6
IMBXEJJVJRTNOW-MIIWQVIRSA-N,IMBXEJJVJRTNOW,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@]3(C)[C@H]2CC[C@@]3(O)C(=O)COC(=O)CCC(=O)O)[C@@]2(C)C=CC(=O)C=C12,,BBB+,,,C,,R24|,,b3db_classification:6622,,CNP0337383.1|CNP0337383.2,CNP0337383.1|CNP0337383.2|CNP0337383.3|CNP0337383.4|CNP0337383.5|CNP0337383.6,6
IMBXEJJVJRTNOW-UHFFFAOYSA-N,IMBXEJJVJRTNOW,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)COC(=O)CCC(=O)O)C2(C)C=CC(=O)C=C12,methylprednisolone21hemisuccinate (methylprednisolone-hemisuccinate),BBB+,,-1.0,B,,R19|R27|,,b3db_classification:4298,,CNP0337383.1|CNP0337383.2,CNP0337383.1|CNP0337383.2|CNP0337383.3|CNP0337383.4|CNP0337383.5|CNP0337383.6,6
IMBXEJJVJRTNOW-XYMSELFBSA-N,IMBXEJJVJRTNOW,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)O)[C@@]2(C)C=CC(=O)C=C12,methylprednisolone hemisuccinate,BBB+,,-1.0,B,,R1|R27|R30|,,b3db_classification:2129,,CNP0337383.1|CNP0337383.2,CNP0337383.1|CNP0337383.2|CNP0337383.3|CNP0337383.4|CNP0337383.5|CNP0337383.6,6
IMNFDUFMRHMDMM-UHFFFAOYSA-N,IMNFDUFMRHMDMM,CCCCCCC,heptane,BBB+,0.8,,A,D,R3|R38|R41|R40|R8|R21|R27|R2|R2|R27|R5|R11|R12|R17|R20|R22|R25|R32|R33|R35|R36|R39|R43|R44|R44|R46|R47|R48|R49|,R3|R38|R41|R40|R8|R21|R27|R2|R2|R27|R5|R11|R12|R17|R20|R22|R25|R32|R33|R35|R36|R39|R43|R44|R44|R46|R47|R48|R49|,b3db_classification:924,b3db_regression:1037,CNP0290800.0,CNP0290800.0|CNP0591405.0,2
IMSSROKUHAOUJS-GBYQISHSSA-N,IMSSROKUHAOUJS,C#CC1(O)CC[C@H]2[C@H]3CCc4cc(OC)ccc4[C@H]3CCC21C,,BBB-,,-1.0,B,,R13|,,b3db_classification:2624,,CNP0335746.1,CNP0335746.1|CNP0335746.2|CNP0335746.3|CNP0335746.4|CNP0335746.5,5
IMSSROKUHAOUJS-MJCUULBUSA-N,IMSSROKUHAOUJS,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,mestranol,BBB-,,-1.0,B,,R1|R27|R30|,,b3db_classification:1072,,CNP0335746.1,CNP0335746.1|CNP0335746.2|CNP0335746.3|CNP0335746.4|CNP0335746.5,5
IMSSROKUHAOUJS-UHFFFAOYSA-N,IMSSROKUHAOUJS,C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,inostral,BBB-,,,C,,R23|,,b3db_classification:5568,,CNP0335746.1,CNP0335746.1|CNP0335746.2|CNP0335746.3|CNP0335746.4|CNP0335746.5,5
IMSSROKUHAOUJS-XIYVOTBMSA-N,IMSSROKUHAOUJS,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCc4cc(OC)ccc4[C@@H]3CC[C@@]21C,zinc169341273,BBB+,,,C,,R27|,,b3db_classification:6831,,CNP0335746.1,CNP0335746.1|CNP0335746.2|CNP0335746.3|CNP0335746.4|CNP0335746.5,5
IMWZZHHPURKASS-LLVKDONJSA-N,IMWZZHHPURKASS,Cc1cc(C)cc(OC[C@H]2CNC(=O)O2)c1,metaxalone,BBB+,,,C,,R27|R30|,,b3db_classification:7575,,CNP0147308.1|CNP0147308.2|CNP0481426.0,CNP0147308.1|CNP0147308.2|CNP0481426.0,3
IMWZZHHPURKASS-NSHDSACASA-N,IMWZZHHPURKASS,Cc1cc(C)cc(OC[C@@H]2CNC(=O)O2)c1,schembl519404,BBB+,,-1.0,B,,R13|R24|,,b3db_classification:3600,,CNP0147308.1|CNP0147308.2|CNP0481426.0,CNP0147308.1|CNP0147308.2|CNP0481426.0,3
